GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C19001
"G4700150","1970","Tennessee","47","Cannon","015",,,,,,,,,"Cannon",809100
"G4700170","1970","Tennessee","47","Carroll","017",,,,,,,,,"Carroll",3653850
"G4700190","1970","Tennessee","47","Carter","019",,,,,,,,,"Carter",4935400
"G4700210","1970","Tennessee","47","Cheatham","021",,,,,,,,,"Cheatham",1197850
"G4700230","1970","Tennessee","47","Chester","023",,,,,,,,,"Chester",1499550
"G4700250","1970","Tennessee","47","Claiborne","025",,,,,,,,,"Claiborne",2008400
"G4700270","1970","Tennessee","47","Clay","027",,,,,,,,,"Clay",565900
"G4700290","1970","Tennessee","47","Cocke","029",,,,,,,,,"Cocke",2376900
"G4700310","1970","Tennessee","47","Coffee","031",,,,,,,,,"Coffee",5309300
"G4700330","1970","Tennessee","47","Crockett","033",,,,,,,,,"Crockett",1722300
"G4700350","1970","Tennessee","47","Cumberland","035",,,,,"3840",,,,"Cumberland",2181050
"G4700370","1970","Tennessee","47","Davidson","037",,,,,"5360",,,,"Davidson",159660950
"G4700390","1970","Tennessee","47","Decatur","039",,,,,,,,,"Decatur",1176700
"G4700410","1970","Tennessee","47","DeKalb","041",,,,,,,,,"De Kalb",1153600
"G4700430","1970","Tennessee","47","Dickson","043",,,,,,,,,"Dickson",2281150
"G4700450","1970","Tennessee","47","Dyer","045",,,,,,,,,"Dyer",6415900
"G4700470","1970","Tennessee","47","Fayette","047",,,,,,,,,"Fayette",1629600
"G4700490","1970","Tennessee","47","Fentress","049",,,,,,,,,"Fentress",733700
"G4700510","1970","Tennessee","47","Franklin","051",,,,,,,,,"Franklin",4171150
"G4700530","1970","Tennessee","47","Gibson","053",,,,,,,,,"Gibson",7490050
"G4700550","1970","Tennessee","47","Giles","055",,,,,,,,,"Giles",2725650
"G4700570","1970","Tennessee","47","Grainger","057",,,,,,,,,"Grainger",757000
"G4700590","1970","Tennessee","47","Greene","059",,,,,,,,,"Greene",5416300
"G4700610","1970","Tennessee","47","Grundy","061",,,,,,,,,"Grundy",585200
"G4700630","1970","Tennessee","47","Hamblen","063",,,,,"5360",,,,"Hamblen",4537950
"G4700650","1970","Tennessee","47","Hamilton","065",,,,,"1560",,,,"Hamilton",64352900
"G4700670","1970","Tennessee","47","Hancock","067",,,,,,,,,"Hancock",241600
"G4700690","1970","Tennessee","47","Hardeman","069",,,,,,,,,"Hardeman",2055250
"G4700710","1970","Tennessee","47","Hardin","071",,,,,,,,,"Hardin",1888500
"G4700730","1970","Tennessee","47","Hawkins","073",,,,,,,,,"Hawkins",2627500
"G4700750","1970","Tennessee","47","Haywood","075",,,,,,,,,"Haywood",2600150
"G4700770","1970","Tennessee","47","Henderson","077",,,,,,,,,"Henderson",1762150
"G4700790","1970","Tennessee","47","Henry","079",,,,,,,,,"Henry",4656550
"G4700810","1970","Tennessee","47","Hickman","081",,,,,,,,,"Hickman",1008700
"G4700830","1970","Tennessee","47","Houston","083",,,,,,,,,"Houston",604800
"G4700850","1970","Tennessee","47","Humphreys","085",,,,,,,,,"Humphreys",2359750
"G4700870","1970","Tennessee","47","Jackson","087",,,,,,,,,"Jackson",601100
"G4700890","1970","Tennessee","47","Jefferson","089",,,,,,,,,"Jefferson",3296100
"G4700910","1970","Tennessee","47","Johnson","091",,,,,"1560",,,,"Johnson",803250
"G4700930","1970","Tennessee","47","Knox","093",,,,,"3840",,,,"Knox",73556050
"G4700950","1970","Tennessee","47","Lake","095",,,,,,,,,"Lake",1064850
"G4700970","1970","Tennessee","47","Lauderdale","097",,,,,,,,,"Lauderdale",2826700
"G4700990","1970","Tennessee","47","Lawrence","099",,,,,,,,,"Lawrence",2414200
"G4701010","1970","Tennessee","47","Lewis","101",,,,,,,,,"Lewis",1021650
"G4701030","1970","Tennessee","47","Lincoln","103",,,,,,,,,"Lincoln",2878950
"G4701050","1970","Tennessee","47","Loudon","105",,,,,,,,,"Loudon",2894100
"G4701070","1970","Tennessee","47","McMinn","107",,,,,,,,,"Mc Minn",4828800
"G4701090","1970","Tennessee","47","McNairy","109",,,,,,,,,"Mc Nairy",1542000
"G4701110","1970","Tennessee","47","Macon","111",,,,,,,,,"Macon",939450
"G4701130","1970","Tennessee","47","Madison","113",,,,,,,,,"Madison",13459550
"G4701150","1970","Tennessee","47","Marion","115",,,,,,,,,"Marion",1763200
"G4701170","1970","Tennessee","47","Marshall","117",,,,,,,,,"Marshall",2270950
"G4701190","1970","Tennessee","47","Maury","119",,,,,,,,,"Maury",6690450
"G4701210","1970","Tennessee","47","Meigs","121",,,,,,,,,"Meigs",330550
"G4701230","1970","Tennessee","47","Monroe","123",,,,,,,,,"Monroe",2417950
"G4701250","1970","Tennessee","47","Montgomery","125",,,,,,,,,"Montgomery",25404300
"G4701270","1970","Tennessee","47","Moore","127",,,,,,,,,"Moore",361750
"G4701290","1970","Tennessee","47","Morgan","129",,,,,,,,,"Morgan",1121000
"G4701310","1970","Tennessee","47","Obion","131",,,,,,,,,"Obion",5055250
"G4701330","1970","Tennessee","47","Overton","133",,,,,,,,,"Overton",697150
"G4701350","1970","Tennessee","47","Perry","135",,,,,,,,,"Perry",397850
"G4701370","1970","Tennessee","47","Pickett","137",,,,,,,,,"Pickett",271850
"G4701390","1970","Tennessee","47","Polk","139",,,,,,,,,"Polk",1344500
"G4701410","1970","Tennessee","47","Putnam","141",,,,,,,,,"Putnam",8525100
"G4701430","1970","Tennessee","47","Rhea","143",,,,,,,,,"Rhea",2262100
"G4701450","1970","Tennessee","47","Roane","145",,,,,,,,,"Roane",4917200
"G4701470","1970","Tennessee","47","Robertson","147",,,,,,,,,"Robertson",3343750
"G4701490","1970","Tennessee","47","Rutherford","149",,,,,,,,,"Rutherford",12096600
"G4701510","1970","Tennessee","47","Scott","151",,,,,,,,,"Scott",1198950
"G4701530","1970","Tennessee","47","Sequatchie","153",,,,,,,,,"Sequatchie",596900
"G4701550","1970","Tennessee","47","Sevier","155",,,,,"3840",,,,"Sevier",3114500
"G4701570","1970","Tennessee","47","Shelby","157",,,,,"4920",,,,"Shelby",215416650
"G4701590","1970","Tennessee","47","Smith","159",,,,,,,,,"Smith",1720600
"G4701610","1970","Tennessee","47","Stewart","161",,,,,,,,,"Stewart",560100
"G4701630","1970","Tennessee","47","Sullivan","163",,,,,"4920",,,,"Sullivan",20395450
"G4701650","1970","Tennessee","47","Sumner","165",,,,,"5360",,,,"Sumner",6287000
"G4701670","1970","Tennessee","47","Tipton","167",,,,,,,,,"Tipton",2601250
"G4701690","1970","Tennessee","47","Trousdale","169",,,,,,,,,"Trousdale",717050
"G4701710","1970","Tennessee","47","Unicoi","171",,,,,,,,,"Unicoi",1478850
"G4701730","1970","Tennessee","47","Union","173",,,,,,,,,"Union",516200
"G4701750","1970","Tennessee","47","Van Buren","175",,,,,,,,,"Van Buren",154550
"G4701770","1970","Tennessee","47","Warren","177",,,,,,,,,"Warren",2971000
"G4701790","1970","Tennessee","47","Washington","179",,,,,,,,,"Washington",14993500
"G4701810","1970","Tennessee","47","Wayne","181",,,,,,,,,"Wayne",1049900
"G4701830","1970","Tennessee","47","Weakley","183",,,,,,,,,"Weakley",5956950
"G4701850","1970","Tennessee","47","White","185",,,,,,,,,"White",1610850
"G4701870","1970","Tennessee","47","Williamson","187",,,,,,,,,"Williamson",3339850
"G4701890","1970","Tennessee","47","Wilson","189",,,,,"5360",,,,"Wilson",4862250
"G4800010","1970","Texas","48","Anderson","001",,,,,,,,,"Anderson",4893950
"G4800030","1970","Texas","48","Andrews","003",,,,,,,,,"Andrews",1386250
"G4800050","1970","Texas","48","Angelina","005",,,,,,,,,"Angelina",8110800
"G4800070","1970","Texas","48","Aransas","007",,,,,,,,,"Aransas",2755550
"G4800090","1970","Texas","48","Archer","009",,,,,"9080",,,,"Archer",1070700
"G4800110","1970","Texas","48","Armstrong","011",,,,,,,,,"Armstrong",190500
"G4800130","1970","Texas","48","Atascosa","013",,,,,,,,,"Atascosa",2635700
"G4800150","1970","Texas","48","Austin","015",,,,,,,,,"Austin",2008350
"G4800170","1970","Texas","48","Bailey","017",,,,,,,,,"Bailey",1246150
"G4800190","1970","Texas","48","Bandera","019",,,,,,,,,"Bandera",1180850
"G4800210","1970","Texas","48","Bastrop","021",,,,,,,,,"Bastrop",3602150
"G4800230","1970","Texas","48","Baylor","023",,,,,,,,,"Baylor",1414150
"G4800250","1970","Texas","48","Bee","025",,,,,,,,,"Bee",6109500
"G4800270","1970","Texas","48","Bell","027",,,,,"9080",,,,"Bell",56679750
"G4800290","1970","Texas","48","Bexar","029",,,,,"7240",,,,"Bexar",274875250
"G4800310","1970","Texas","48","Blanco","031",,,,,,,,,"Blanco",1135250
"G4800330","1970","Texas","48","Borden","033",,,,,,,,,"Borden",181200
"G4800350","1970","Texas","48","Bosque","035",,,,,"7240",,,,"Bosque",2462650
"G4800370","1970","Texas","48","Bowie","037",,,,,"8360",,,,"Bowie",13502300
"G4800390","1970","Texas","48","Brazoria","039",,,,,"3360",,,,"Brazoria",19805200
"G4800410","1970","Texas","48","Brazos","041",,,,,"1260",,,,"Brazos",21295400
"G4800430","1970","Texas","48","Brewster","043",,,,,,,,,"Brewster",2470600
"G4800450","1970","Texas","48","Briscoe","045",,,,,,,,,"Briscoe",596200
"G4800470","1970","Texas","48","Brooks","047",,,,,,,,,"Brooks",913800
"G4800490","1970","Texas","48","Brown","049",,,,,,,,,"Brown",6172400
"G4800510","1970","Texas","48","Burleson","051",,,,,,,,,"Burleson",1587600
"G4800530","1970","Texas","48","Burnet","053",,,,,,,,,"Burnet",1834100
"G4800550","1970","Texas","48","Caldwell","055",,,,,,,,,"Caldwell",4093050
"G4800570","1970","Texas","48","Calhoun","057",,,,,,,,,"Calhoun",3063650
"G4800590","1970","Texas","48","Callahan","059",,,,,"1260",,,,"Callahan",1631900
"G4800610","1970","Texas","48","Cameron","061",,,,,"1240",,,,"Cameron",17595350
"G4800630","1970","Texas","48","Camp","063",,,,,,,,,"Camp",1326850
"G4800650","1970","Texas","48","Carson","065",,,,,,,,,"Carson",1402850
"G4800670","1970","Texas","48","Cass","067",,,,,,,,,"Cass",3095350
"G4800690","1970","Texas","48","Castro","069",,,,,,,,,"Castro",1321950
"G4800710","1970","Texas","48","Chambers","071",,,,,,,,,"Chambers",2057200
"G4800730","1970","Texas","48","Cherokee","073",,,,,,,,,"Cherokee",5405050
"G4800750","1970","Texas","48","Childress","075",,,,,,,,,"Childress",1891800
"G4800770","1970","Texas","48","Clay","077",,,,,,,,,"Clay",1734550
"G4800790","1970","Texas","48","Cochran","079",,,,,,,,,"Cochran",440800
"G4800810","1970","Texas","48","Coke","081",,,,,,,,,"Coke",889300
"G4800830","1970","Texas","48","Coleman","083",,,,,"1240",,,,"Coleman",2472600
"G4800850","1970","Texas","48","Collin","085",,,,,"1920",,,,"Collin",14796300
"G4800870","1970","Texas","48","Collingsworth","087",,,,,,,,,"Collingsworth",1091700
"G4800890","1970","Texas","48","Colorado","089",,,,,,,,,"Colorado",3483700
"G4800910","1970","Texas","48","Comal","091",,,,,,,,,"Comal",4135900
"G4800930","1970","Texas","48","Comanche","093",,,,,,,,,"Comanche",2362300
"G4800950","1970","Texas","48","Concho","095",,,,,,,,,"Concho",576600
"G4800970","1970","Texas","48","Cooke","097",,,,,,,,,"Cooke",5026600
"G4800990","1970","Texas","48","Coryell","099",,,,,,,,,"Coryell",24743500
"G4801010","1970","Texas","48","Cottle","101",,,,,,,,,"Cottle",697600
"G4801030","1970","Texas","48","Crane","103",,,,,,,,,"Crane",708300
"G4801050","1970","Texas","48","Crockett","105",,,,,,,,,"Crockett",1262150
"G4801070","1970","Texas","48","Crosby","107",,,,,,,,,"Crosby",1502900
"G4801090","1970","Texas","48","Culberson","109",,,,,,,,,"Culberson",511450
"G4801110","1970","Texas","48","Dallam","111",,,,,,,,,"Dallam",1597050
"G4801130","1970","Texas","48","Dallas","113",,,,,"1920",,,,"Dallas",570562300
"G4801150","1970","Texas","48","Dawson","115",,,,,,,,,"Dawson",3087350
"G4801170","1970","Texas","48","Deaf Smith","117",,,,,,,,,"Deaf Smith",3440050
"G4801190","1970","Texas","48","Delta","119",,,,,,,,,"Delta",891850
"G4801210","1970","Texas","48","Denton","121",,,,,"1920",,,,"Denton",28191400
"G4801230","1970","Texas","48","DeWitt","123",,,,,,,,,"De Witt",4143450
"G4801250","1970","Texas","48","Dickens","125",,,,,,,,,"Dickens",777500
"G4801270","1970","Texas","48","Dimmit","127",,,,,,,,,"Dimmit",598600
"G4801290","1970","Texas","48","Donley","129",,,,,,,,,"Donley",847300
"G4801310","1970","Texas","48","Duval","131",,,,,,,,,"Duval",1291300
"G4801330","1970","Texas","48","Eastland","133",,,,,"1920",,,,"Eastland",5198900
"G4801350","1970","Texas","48","Ector","135",,,,,"5800",,,,"Ector",18322800
"G4801370","1970","Texas","48","Edwards","137",,,,,"5800",,,,"Edwards",673850
"G4801390","1970","Texas","48","Ellis","139",,,,,"1920",,,,"Ellis",8666400
"G4801410","1970","Texas","48","El Paso","141",,,,,"2320",,,,"El Paso",88264400
"G4801430","1970","Texas","48","Erath","143",,,,,,,,,"Erath",4717850
"G4801450","1970","Texas","48","Falls","145",,,,,,,,,"Falls",3845850
"G4801470","1970","Texas","48","Fannin","147",,,,,,,,,"Fannin",4416550
"G4801490","1970","Texas","48","Fayette","149",,,,,,,,,"Fayette",3124200
"G4801510","1970","Texas","48","Fisher","151",,,,,,,,,"Fisher",866750
"G4801530","1970","Texas","48","Floyd","153",,,,,,,,,"Floyd",1846200
"G4801550","1970","Texas","48","Foard","155",,,,,,,,,"Foard",657800
"G4801570","1970","Texas","48","Fort Bend","157",,,,,"3360",,,,"Fort Bend",6873550
"G4801590","1970","Texas","48","Franklin","159",,,,,,,,,"Franklin",801400
"G4801610","1970","Texas","48","Freestone","161",,,,,,,,,"Freestone",2165850
"G4801630","1970","Texas","48","Frio","163",,,,,,,,,"Frio",1434750
"G4801650","1970","Texas","48","Gaines","165",,,,,"3360",,,,"Gaines",1646300
"G4801670","1970","Texas","48","Galveston","167",,,,,"2920",,,,"Galveston",52594250
"G4801690","1970","Texas","48","Garza","169",,,,,,,,,"Garza",796700
"G4801710","1970","Texas","48","Gillespie","171",,,,,,,,,"Gillespie",2470650
"G4801730","1970","Texas","48","Glasscock","173",,,,,,,,,"Glasscock",231550
"G4801750","1970","Texas","48","Goliad","175",,,,,,,,,"Goliad",1030250
"G4801770","1970","Texas","48","Gonzales","177",,,,,,,,,"Gonzales",3092350
"G4801790","1970","Texas","48","Gray","179",,,,,"2920",,,,"Gray",6319950
"G4801810","1970","Texas","48","Grayson","181",,,,,"7640",,,,"Grayson",20620450
"G4801830","1970","Texas","48","Gregg","183",,,,,,,,,"Gregg",15980050
"G4801850","1970","Texas","48","Grimes","185",,,,,"7640",,,,"Grimes",2120350
"G4801870","1970","Texas","48","Guadalupe","187",,,,,"7240",,,,"Guadalupe",7228400
"G4801890","1970","Texas","48","Hale","189",,,,,,,,,"Hale",6167550
"G4801910","1970","Texas","48","Hall","191",,,,,,,,,"Hall",1442000
"G4801930","1970","Texas","48","Hamilton","193",,,,,,,,,"Hamilton",1723950
"G4801950","1970","Texas","48","Hansford","195",,,,,,,,,"Hansford",1383100
"G4801970","1970","Texas","48","Hardeman","197",,,,,,,,,"Hardeman",2264600
"G4801990","1970","Texas","48","Hardin","199",,,,,"7240",,,,"Hardin",3985300
"G4802010","1970","Texas","48","Harris","201",,,,,"3360",,,,"Harris",657948700
"G4802030","1970","Texas","48","Harrison","203",,,,,,,,,"Harrison",8457300
"G4802050","1970","Texas","48","Hartley","205",,,,,,,,,"Hartley",554700
"G4802070","1970","Texas","48","Haskell","207",,,,,,,,,"Haskell",1404300
"G4802090","1970","Texas","48","Hays","209",,,,,,,,,"Hays",10622650
"G4802110","1970","Texas","48","Hemphill","211",,,,,,,,,"Hemphill",545550
"G4802130","1970","Texas","48","Henderson","213",,,,,"3360",,,,"Henderson",4261450
"G4802150","1970","Texas","48","Hidalgo","215",,,,,"4880",,,,"Hidalgo",19618100
"G4802170","1970","Texas","48","Hill","217",,,,,,,,,"Hill",3983900
"G4802190","1970","Texas","48","Hockley","219",,,,,,,,,"Hockley",3065100
"G4802210","1970","Texas","48","Hood","221",,,,,,,,,"Hood",1396850
"G4802230","1970","Texas","48","Hopkins","223",,,,,,,,,"Hopkins",3954050
"G4802250","1970","Texas","48","Houston","225",,,,,,,,,"Houston",2410150
"G4802270","1970","Texas","48","Howard","227",,,,,,,,,"Howard",10016800
"G4802290","1970","Texas","48","Hudspeth","229",,,,,,,,,"Hudspeth",603500
"G4802310","1970","Texas","48","Hunt","231",,,,,,,,,"Hunt",12757650
"G4802330","1970","Texas","48","Hutchinson","233",,,,,,,,,"Hutchinson",5505950
"G4802350","1970","Texas","48","Irion","235",,,,,,,,,"Irion",143900
"G4802370","1970","Texas","48","Jack","237",,,,,,,,,"Jack",1057900
"G4802390","1970","Texas","48","Jackson","239",,,,,,,,,"Jackson",2051600
"G4802410","1970","Texas","48","Jasper","241",,,,,,,,,"Jasper",2889400
"G4802430","1970","Texas","48","Jeff Davis","243",,,,,"4880",,,,"Jeff Davis",221650
"G4802450","1970","Texas","48","Jefferson","245",,,,,"0840",,,,"Jefferson",66364000
"G4802470","1970","Texas","48","Jim Hogg","247",,,,,,,,,"Jim Hogg",531500
"G4802490","1970","Texas","48","Jim Wells","249",,,,,"0840",,,,"Jim Wells",3814900
"G4802510","1970","Texas","48","Johnson","251",,,,,"2800",,,,"Johnson",8405950
"G4802530","1970","Texas","48","Jones","253",,,,,"0040",,,,"Jones",3301000
"G4802550","1970","Texas","48","Karnes","255",,,,,"0040",,,,"Karnes",1540050
"G4802570","1970","Texas","48","Kaufman","257",,,,,"1920",,,,"Kaufman",6692100
"G4802590","1970","Texas","48","Kendall","259",,,,,,,,,"Kendall",1385650
"G4802610","1970","Texas","48","Kenedy","261",,,,,,,,,"Kenedy",26550
"G4802630","1970","Texas","48","Kent","263",,,,,,,,,"Kent",241750
"G4802650","1970","Texas","48","Kerr","265",,,,,,,,,"Kerr",7104500
"G4802670","1970","Texas","48","Kimble","267",,,,,,,,,"Kimble",801850
"G4802690","1970","Texas","48","King","269",,,,,,,,,"King",143750
"G4802710","1970","Texas","48","Kinney","271",,,,,,,,,"Kinney",374400
"G4802730","1970","Texas","48","Kleberg","273",,,,,,,,,"Kleberg",10038850
"G4802750","1970","Texas","48","Knox","275",,,,,,,,,"Knox",1142100
"G4802770","1970","Texas","48","Lamar","277",,,,,,,,,"Lamar",7502400
"G4802790","1970","Texas","48","Lamb","279",,,,,,,,,"Lamb",3011350
"G4802810","1970","Texas","48","Lampasas","281",,,,,,,,,"Lampasas",1311800
"G4802830","1970","Texas","48","La Salle","283",,,,,,,,,"La Salle",666350
"G4802850","1970","Texas","48","Lavaca","285",,,,,,,,,"Lavaca",3100800
"G4802870","1970","Texas","48","Lee","287",,,,,,,,,"Lee",1648650
"G4802890","1970","Texas","48","Leon","289",,,,,"1920",,,,"Leon",1448350
"G4802910","1970","Texas","48","Liberty","291",,,,,"3360",,,,"Liberty",4856500
"G4802930","1970","Texas","48","Limestone","293",,,,,,,,,"Limestone",3897700
"G4802950","1970","Texas","48","Lipscomb","295",,,,,,,,,"Lipscomb",851900
"G4802970","1970","Texas","48","Live Oak","297",,,,,,,,,"Live Oak",1288800
"G4802990","1970","Texas","48","Llano","299",,,,,,,,,"Llano",1888000
"G4803010","1970","Texas","48","Loving","301",,,,,"3360",,,,"Loving",18750
"G4803030","1970","Texas","48","Lubbock","303",,,,,"4600",,,,"Lubbock",52953800
"G4803050","1970","Texas","48","Lynn","305",,,,,,,,,"Lynn",1338200
"G4803070","1970","Texas","48","McCulloch","307",,,,,"4600",,,,"Mc Culloch",2637800
"G4803090","1970","Texas","48","McLennan","309",,,,,"8800",,,,"Mc Lennan",39710700
"G4803110","1970","Texas","48","McMullen","311",,,,,,,,,"Mc Mullen",64300
"G4803130","1970","Texas","48","Madison","313",,,,,,,,,"Madison",972850
"G4803150","1970","Texas","48","Marion","315",,,,,,,,,"Marion",1466250
"G4803170","1970","Texas","48","Martin","317",,,,,,,,,"Martin",1119400
"G4803190","1970","Texas","48","Mason","319",,,,,,,,,"Mason",463800
"G4803210","1970","Texas","48","Matagorda","321",,,,,,,,,"Matagorda",5976700
"G4803230","1970","Texas","48","Maverick","323",,,,,,,,,"Maverick",1786950
"G4803250","1970","Texas","48","Medina","325",,,,,,,,,"Medina",2389050
"G4803270","1970","Texas","48","Menard","327",,,,,"8800",,,,"Menard",823000
"G4803290","1970","Texas","48","Midland","329",,,,,"5040",,,,"Midland",19811800
"G4803310","1970","Texas","48","Milam","331",,,,,,,,,"Milam",3235700
"G4803330","1970","Texas","48","Mills","333",,,,,,,,,"Mills",947350
"G4803350","1970","Texas","48","Mitchell","335",,,,,,,,,"Mitchell",1648850
"G4803370","1970","Texas","48","Montague","337",,,,,"5040",,,,"Montague",2946350
"G4803390","1970","Texas","48","Montgomery","339",,,,,"3360",,,,"Montgomery",12904900
"G4803410","1970","Texas","48","Moore","341",,,,,,,,,"Moore",2417950
"G4803430","1970","Texas","48","Morris","343",,,,,,,,,"Morris",1768400
"G4803450","1970","Texas","48","Motley","345",,,,,,,,,"Motley",366200
"G4803470","1970","Texas","48","Nacogdoches","347",,,,,,,,,"Nacogdoches",12061600
"G4803490","1970","Texas","48","Navarro","349",,,,,,,,,"Navarro",6889400
"G4803510","1970","Texas","48","Newton","351",,,,,,,,,"Newton",1523950
"G4803530","1970","Texas","48","Nolan","353",,,,,"3360",,,,"Nolan",3536050
"G4803550","1970","Texas","48","Nueces","355",,,,,"1880",,,,"Nueces",57537750
"G4803570","1970","Texas","48","Ochiltree","357",,,,,,,,,"Ochiltree",2154800
"G4803590","1970","Texas","48","Oldham","359",,,,,"1880",,,,"Oldham",428850
"G4803610","1970","Texas","48","Orange","361",,,,,"0840",,,,"Orange",11599150
"G4803630","1970","Texas","48","Palo Pinto","363",,,,,,,,,"Palo Pinto",8800200
"G4803650","1970","Texas","48","Panola","365",,,,,,,,,"Panola",2000850
"G4803670","1970","Texas","48","Parker","367",,,,,,,,,"Parker",11916400
"G4803690","1970","Texas","48","Parmer","369",,,,,,,,,"Parmer",1681550
"G4803710","1970","Texas","48","Pecos","371",,,,,,,,,"Pecos",2436750
"G4803730","1970","Texas","48","Polk","373",,,,,"0840",,,,"Polk",2331400
"G4803750","1970","Texas","48","Potter","375",,,,,"0320",,,,"Potter",29976150
"G4803770","1970","Texas","48","Presidio","377",,,,,,,,,"Presidio",684900
"G4803790","1970","Texas","48","Rains","379",,,,,,,,,"Rains",462000
"G4803810","1970","Texas","48","Randall","381",,,,,"0320",,,,"Randall",11538050
"G4803830","1970","Texas","48","Reagan","383",,,,,,,,,"Reagan",1008800
"G4803850","1970","Texas","48","Real","385",,,,,,,,,"Real",305050
"G4803870","1970","Texas","48","Red River","387",,,,,,,,,"Red River",2496900
"G4803890","1970","Texas","48","Reeves","389",,,,,,,,,"Reeves",3508850
"G4803910","1970","Texas","48","Refugio","391",,,,,,,,,"Refugio",1535650
"G4803930","1970","Texas","48","Roberts","393",,,,,,,,,"Roberts",408800
"G4803950","1970","Texas","48","Robertson","395",,,,,"0320",,,,"Robertson",2366050
"G4803970","1970","Texas","48","Rockwall","397",,,,,"1920",,,,"Rockwall",993200
"G4803990","1970","Texas","48","Runnels","399",,,,,,,,,"Runnels",2061300
"G4804010","1970","Texas","48","Rusk","401",,,,,,,,,"Rusk",5598000
"G4804030","1970","Texas","48","Sabine","403",,,,,,,,,"Sabine",916200
"G4804050","1970","Texas","48","San Augustine","405",,,,,,,,,"San Augustine",681400
"G4804070","1970","Texas","48","San Jacinto","407",,,,,"1920",,,,"San Jacinto",913600
"G4804090","1970","Texas","48","San Patricio","409",,,,,"1880",,,,"San Patricio",5281200
"G4804110","1970","Texas","48","San Saba","411",,,,,,,,,"San Saba",1070700
"G4804130","1970","Texas","48","Schleicher","413",,,,,,,,,"Schleicher",410600
"G4804150","1970","Texas","48","Scurry","415",,,,,,,,,"Scurry",2584900
"G4804170","1970","Texas","48","Shackelford","417",,,,,,,,,"Shackelford",822800
"G4804190","1970","Texas","48","Shelby","419",,,,,,,,,"Shelby",3827950
"G4804210","1970","Texas","48","Sherman","421",,,,,"1880",,,,"Sherman",620250
"G4804230","1970","Texas","48","Smith","423",,,,,"8640",,,,"Smith",19517450
"G4804250","1970","Texas","48","Somervell","425",,,,,,,,,"Somervell",419050
"G4804270","1970","Texas","48","Starr","427",,,,,,,,,"Starr",788000
"G4804290","1970","Texas","48","Stephens","429",,,,,,,,,"Stephens",2245650
"G4804310","1970","Texas","48","Sterling","431",,,,,,,,,"Sterling",568700
"G4804330","1970","Texas","48","Stonewall","433",,,,,,,,,"Stonewall",684000
"G4804350","1970","Texas","48","Sutton","435",,,,,,,,,"Sutton",438600
"G4804370","1970","Texas","48","Swisher","437",,,,,"8640",,,,"Swisher",1929150
"G4804390","1970","Texas","48","Tarrant","439",,,,,"2800",,,,"Tarrant",224124450
"G4804410","1970","Texas","48","Taylor","441",,,,,"0040",,,,"Taylor",27472650
"G4804430","1970","Texas","48","Terrell","443",,,,,,,,,"Terrell",284350
"G4804450","1970","Texas","48","Terry","445",,,,,,,,,"Terry",2206400
"G4804470","1970","Texas","48","Throckmorton","447",,,,,,,,,"Throckmorton",962500
"G4804490","1970","Texas","48","Titus","449",,,,,"0040",,,,"Titus",3121150
"G4804510","1970","Texas","48","Tom Green","451",,,,,"7200",,,,"Tom Green",22689600
"G4804530","1970","Texas","48","Travis","453",,,,,"0640",,,,"Travis",129820200
"G4804550","1970","Texas","48","Trinity","455",,,,,,,,,"Trinity",1436350
"G4804570","1970","Texas","48","Tyler","457",,,,,,,,,"Tyler",1853250
"G4804590","1970","Texas","48","Upshur","459",,,,,,,,,"Upshur",3702750
"G4804610","1970","Texas","48","Upton","461",,,,,,,,,"Upton",1289600
"G4804630","1970","Texas","48","Uvalde","463",,,,,,,,,"Uvalde",3532900
"G4804650","1970","Texas","48","Val Verde","465",,,,,,,,,"Val Verde",5697100
"G4804670","1970","Texas","48","Van Zandt","467",,,,,,,,,"Van Zandt",3373900
"G4804690","1970","Texas","48","Victoria","469",,,,,,,,,"Victoria",10754900
"G4804710","1970","Texas","48","Walker","471",,,,,,,,,"Walker",9791000
"G4804730","1970","Texas","48","Waller","473",,,,,,,,,"Waller",4414300
"G4804750","1970","Texas","48","Ward","475",,,,,,,,,"Ward",2124700
"G4804770","1970","Texas","48","Washington","477",,,,,"0640",,,,"Washington",4120300
"G4804790","1970","Texas","48","Webb","479",,,,,"4080",,,,"Webb",11486750
"G4804810","1970","Texas","48","Wharton","481",,,,,,,,,"Wharton",6749100
"G4804830","1970","Texas","48","Wheeler","483",,,,,"4080",,,,"Wheeler",1525000
"G4804850","1970","Texas","48","Wichita","485",,,,,"9080",,,,"Wichita",43061500
"G4804870","1970","Texas","48","Wilbarger","487",,,,,,,,,"Wilbarger",3702800
"G4804890","1970","Texas","48","Willacy","489",,,,,,,,,"Willacy",1255900
"G4804910","1970","Texas","48","Williamson","491",,,,,,,,,"Williamson",6975900
"G4804930","1970","Texas","48","Wilson","493",,,,,,,,,"Wilson",1744500
"G4804950","1970","Texas","48","Winkler","495",,,,,,,,,"Winkler",1630400
"G4804970","1970","Texas","48","Wise","497",,,,,,,,,"Wise",3279600
"G4804990","1970","Texas","48","Wood","499",,,,,,,,,"Wood",3677650
"G4805010","1970","Texas","48","Yoakum","501",,,,,,,,,"Yoakum",1598000
