GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,CG7001,CG7002,CG7003,CG7004,CG7005,CG7006,CG7007,CG7008,CG7009,CG7010,CG7011
"G2100470","1970","Kentucky","21","Christian","047",,,,,,,,,"Christian",1051,1034,1010,898,749,567,405,402,322,127,54
"G2100490","1970","Kentucky","21","Clark","049",,,,,,,,,"Clark",299,322,307,381,297,415,329,476,360,111,33
"G2100510","1970","Kentucky","21","Clay","051",,,,,,,,,"Clay",882,273,138,120,51,42,22,39,27,15,3
"G2100530","1970","Kentucky","21","Clinton","053",,,,,,,,,"Clinton",358,199,103,79,48,41,16,26,9,4,1
"G2100550","1970","Kentucky","21","Crittenden","055",,,,,,,,,"Crittenden",412,281,183,132,81,58,41,40,20,6,2
"G2100570","1970","Kentucky","21","Cumberland","057",,,,,,,,,"Cumberland",319,145,92,63,44,33,20,14,12,3,1
"G2100590","1970","Kentucky","21","Daviess","059",,,,,"5990",,,,"Daviess",695,1191,1585,2180,2247,1773,1257,1313,1078,431,180
"G2100610","1970","Kentucky","21","Edmonson","061",,,,,,,,,"Edmonson",310,242,170,129,45,51,30,20,11,6,0
"G2100630","1970","Kentucky","21","Elliott","063",,,,,,,,,"Elliott",93,62,35,25,20,17,10,11,15,0,0
"G2100650","1970","Kentucky","21","Estill","065",,,,,,,,,"Estill",546,394,268,173,97,87,37,47,31,6,0
"G2100670","1970","Kentucky","21","Fayette","067",,,,,"4280",,,,"Fayette",505,976,1229,1803,2569,4000,3845,4870,4204,2020,938
"G2100690","1970","Kentucky","21","Fleming","069",,,,,,,,,"Fleming",325,227,162,174,84,110,60,83,37,18,3
"G2100710","1970","Kentucky","21","Floyd","071",,,,,,,,,"Floyd",2266,699,409,397,205,194,117,165,148,58,29
"G2100730","1970","Kentucky","21","Franklin","073",,,,,,,,,"Franklin",203,341,464,675,748,782,631,927,663,205,71
"G2100750","1970","Kentucky","21","Fulton","075",,,,,,,,,"Fulton",431,296,258,203,137,97,66,85,69,13,6
"G2100770","1970","Kentucky","21","Gallatin","077",,,,,,,,,"Gallatin",74,70,60,63,50,44,27,36,11,6,1
"G2100790","1970","Kentucky","21","Garrard","079",,,,,,,,,"Garrard",151,161,162,202,123,136,86,106,65,14,1
"G2100810","1970","Kentucky","21","Grant","081",,,,,,,,,"Grant",151,137,156,156,123,112,66,101,43,8,1
"G2100830","1970","Kentucky","21","Graves","083",,,,,,,,,"Graves",927,931,764,619,498,407,272,267,169,66,21
"G2100850","1970","Kentucky","21","Grayson","085",,,,,,,,,"Grayson",607,417,312,253,144,97,54,63,39,10,0
"G2100870","1970","Kentucky","21","Green","087",,,,,,,,,"Green",239,231,181,151,86,57,67,56,34,17,2
"G2100890","1970","Kentucky","21","Greenup","089",,,,,,,,,"Greenup",776,823,913,848,644,465,351,434,349,132,54
"G2100910","1970","Kentucky","21","Hancock","091",,,,,,,,,"Hancock",147,140,98,107,87,76,60,59,32,6,1
"G2100930","1970","Kentucky","21","Hardin","093",,,,,,,,,"Hardin",663,673,760,780,606,626,573,780,603,154,46
"G2100950","1970","Kentucky","21","Harlan","095",,,,,,,,,"Harlan",3236,923,465,348,169,141,70,120,106,50,13
"G2100970","1970","Kentucky","21","Harrison","097",,,,,,,,,"Harrison",165,173,183,217,177,198,123,163,128,55,13
"G2100990","1970","Kentucky","21","Hart","099",,,,,,,,,"Hart",398,304,231,173,134,87,54,50,27,10,1
"G2101010","1970","Kentucky","21","Henderson","101",,,,,"2440",,,,"Henderson",702,796,837,854,665,530,368,450,357,116,52
"G2101030","1970","Kentucky","21","Henry","103",,,,,,,,,"Henry",201,234,195,210,127,137,103,102,62,16,2
"G2101050","1970","Kentucky","21","Hickman","105",,,,,,,,,"Hickman",178,138,120,105,74,60,36,23,17,4,1
"G2101070","1970","Kentucky","21","Hopkins","107",,,,,,,,,"Hopkins",2172,1320,948,745,559,428,301,370,274,100,39
"G2101090","1970","Kentucky","21","Jackson","109",,,,,,,,,"Jackson",471,127,94,64,26,31,13,24,15,5,1
"G2101110","1970","Kentucky","21","Jefferson","111",,,,,"4520",,,,"Jefferson",2930,7065,12281,20001,19588,18831,14911,15142,11261,5179,2366
"G2101130","1970","Kentucky","21","Jessamine","113",,,,,,,,,"Jessamine",265,230,220,236,207,208,197,193,152,72,9
"G2101150","1970","Kentucky","21","Johnson","115",,,,,,,,,"Johnson",879,305,225,179,105,110,81,108,96,42,15
"G2101170","1970","Kentucky","21","Kenton","117",,,,,"1640",,,,"Kenton",520,1583,2570,3124,2729,2781,2485,2773,1978,885,291
"G2101190","1970","Kentucky","21","Knott","119",,,,,,,,,"Knott",658,196,109,87,42,32,15,24,21,6,1
"G2101210","1970","Kentucky","21","Knox","121",,,,,,,,,"Knox",1224,541,303,263,125,139,90,135,92,31,9
"G2101230","1970","Kentucky","21","Larue","123",,,,,,,,,"Larue",287,290,244,209,140,121,73,76,43,17,0
"G2101250","1970","Kentucky","21","Laurel","125",,,,,,,,,"Laurel",895,494,375,367,263,234,153,216,160,72,28
"G2101270","1970","Kentucky","21","Lawrence","127",,,,,,,,,"Lawrence",268,179,120,125,58,66,40,45,33,20,4
"G2101290","1970","Kentucky","21","Lee","129",,,,,,,,,"Lee",388,81,57,56,29,35,9,16,12,5,1
"G2101310","1970","Kentucky","21","Leslie","131",,,,,,,,,"Leslie",702,142,51,43,12,14,8,7,7,1,2
"G2101330","1970","Kentucky","21","Letcher","133",,,,,,,,,"Letcher",2021,501,221,186,78,93,46,62,59,16,4
"G2101350","1970","Kentucky","21","Lewis","135",,,,,,,,,"Lewis",437,235,145,155,66,59,47,50,19,4,4
"G2101370","1970","Kentucky","21","Lincoln","137",,,,,,,,,"Lincoln",627,359,255,212,132,129,90,66,59,13,0
"G2101390","1970","Kentucky","21","Livingston","139",,,,,,,,,"Livingston",334,254,159,149,92,97,49,43,22,8,3
"G2101410","1970","Kentucky","21","Logan","141",,,,,,,,,"Logan",548,519,432,384,280,250,136,151,63,26,19
"G2101430","1970","Kentucky","21","Lyon","143",,,,,,,,,"Lyon",99,99,71,73,71,74,41,65,37,20,6
"G2101450","1970","Kentucky","21","McCracken","145",,,,,,,,,"Mc Cracken",1667,1659,1469,1589,1049,956,717,972,788,325,90
"G2101470","1970","Kentucky","21","McCreary","147",,,,,,,,,"Mc Creary",896,264,129,119,69,35,15,17,15,1,0
"G2101490","1970","Kentucky","21","McLean","149",,,,,,,,,"Mc Lean",410,249,197,183,91,95,48,52,31,10,6
"G2101510","1970","Kentucky","21","Madison","151",,,,,,,,,"Madison",627,587,463,454,400,382,370,524,544,145,57
"G2101530","1970","Kentucky","21","Magoffin","153",,,,,,,,,"Magoffin",359,162,78,68,39,42,18,28,28,6,2
"G2101550","1970","Kentucky","21","Marion","155",,,,,,,,,"Marion",325,319,273,271,199,201,121,123,75,25,6
"G2101570","1970","Kentucky","21","Marshall","157",,,,,,,,,"Marshall",491,507,453,444,348,355,276,343,180,72,22
"G2101590","1970","Kentucky","21","Martin","159",,,,,,,,,"Martin",509,191,93,51,25,7,7,7,9,7,1
"G2101610","1970","Kentucky","21","Mason","161",,,,,,,,,"Mason",236,294,265,314,236,245,186,233,151,66,25
"G2101630","1970","Kentucky","21","Meade","163",,,,,,,,,"Meade",230,203,189,249,135,127,78,107,65,20,7
"G2101650","1970","Kentucky","21","Menifee","165",,,,,,,,,"Menifee",105,68,35,37,19,13,9,12,2,1,0
"G2101670","1970","Kentucky","21","Mercer","167",,,,,,,,,"Mercer",293,306,295,355,253,284,203,233,174,43,12
"G2101690","1970","Kentucky","21","Metcalfe","169",,,,,,,,,"Metcalfe",229,149,101,75,34,35,20,6,11,2,2
"G2101710","1970","Kentucky","21","Monroe","171",,,,,,,,,"Monroe",412,227,154,155,69,66,29,50,29,13,7
"G2101730","1970","Kentucky","21","Montgomery","173",,,,,,,,,"Montgomery",290,252,215,256,199,223,165,204,135,39,7
"G2101750","1970","Kentucky","21","Morgan","175",,,,,,,,,"Morgan",207,105,77,85,52,47,23,32,32,20,2
"G2101770","1970","Kentucky","21","Muhlenberg","177",,,,,,,,,"Muhlenberg",1568,938,665,517,387,276,198,211,139,57,11
"G2101790","1970","Kentucky","21","Nelson","179",,,,,,,,,"Nelson",427,380,449,401,271,239,159,197,145,57,11
"G2101810","1970","Kentucky","21","Nicholas","181",,,,,,,,,"Nicholas",151,100,95,116,77,58,39,47,21,7,0
"G2101830","1970","Kentucky","21","Ohio","183",,,,,,,,,"Ohio",901,470,335,311,182,165,106,112,60,19,6
"G2101850","1970","Kentucky","21","Oldham","185",,,,,,,,,"Oldham",140,141,195,274,237,208,141,197,192,99,37
"G2101870","1970","Kentucky","21","Owen","187",,,,,,,,,"Owen",188,150,101,109,55,60,26,52,28,5,0
"G2101890","1970","Kentucky","21","Owsley","189",,,,,,,,,"Owsley",188,60,24,25,9,16,12,9,11,2,0
"G2101910","1970","Kentucky","21","Pendleton","191",,,,,,,,,"Pendleton",141,183,172,157,122,98,58,58,29,11,4
"G2101930","1970","Kentucky","21","Perry","193",,,,,,,,,"Perry",1522,479,294,248,116,118,75,121,90,30,14
"G2101950","1970","Kentucky","21","Pike","195",,,,,,,,,"Pike",3287,1249,755,634,274,284,178,297,310,118,75
"G2101970","1970","Kentucky","21","Powell","197",,,,,,,,,"Powell",290,187,154,110,82,68,27,34,25,0,0
"G2101990","1970","Kentucky","21","Pulaski","199",,,,,,,,,"Pulaski",1293,819,568,536,407,334,262,317,239,84,50
"G2102010","1970","Kentucky","21","Robertson","201",,,,,,,,,"Robertson",39,32,20,23,17,19,9,10,0,0,0
"G2102030","1970","Kentucky","21","Rockcastle","203",,,,,,,,,"Rockcastle",546,233,157,115,49,46,37,42,31,11,3
"G2102050","1970","Kentucky","21","Rowan","205",,,,,,,,,"Rowan",306,203,189,172,92,126,95,141,146,77,19
"G2102070","1970","Kentucky","21","Russell","207",,,,,,,,,"Russell",429,274,175,163,127,101,52,47,34,12,1
"G2102090","1970","Kentucky","21","Scott","209",,,,,,,,,"Scott",264,212,193,247,218,239,179,285,200,67,19
"G2102110","1970","Kentucky","21","Shelby","211",,,,,,,,,"Shelby",203,226,322,388,264,272,225,262,174,66,20
"G2102130","1970","Kentucky","21","Simpson","213",,,,,,,,,"Simpson",169,239,268,299,214,175,135,155,94,23,12
"G2102150","1970","Kentucky","21","Spencer","215",,,,,,,,,"Spencer",57,71,65,83,48,54,26,36,19,8,3
"G2102170","1970","Kentucky","21","Taylor","217",,,,,,,,,"Taylor",348,421,385,420,339,254,179,199,120,33,10
"G2102190","1970","Kentucky","21","Todd","219",,,,,,,,,"Todd",442,268,162,147,82,92,40,46,22,6,3
"G2102210","1970","Kentucky","21","Trigg","221",,,,,,,,,"Trigg",223,201,134,138,103,99,65,51,45,20,5
"G2102230","1970","Kentucky","21","Trimble","223",,,,,,,,,"Trimble",59,53,77,76,62,51,34,38,21,4,0
"G2102250","1970","Kentucky","21","Union","225",,,,,,,,,"Union",723,501,313,233,148,112,72,82,69,21,7
"G2102270","1970","Kentucky","21","Warren","227",,,,,,,,,"Warren",458,632,780,889,889,846,748,1018,861,315,118
"G2102290","1970","Kentucky","21","Washington","229",,,,,,,,,"Washington",128,148,183,173,121,114,59,74,38,9,2
"G2102310","1970","Kentucky","21","Wayne","231",,,,,,,,,"Wayne",754,286,150,131,94,99,54,69,32,14,1
"G2102330","1970","Kentucky","21","Webster","233",,,,,,,,,"Webster",1061,556,347,187,101,67,45,44,30,6,0
"G2102350","1970","Kentucky","21","Whitley","235",,,,,,,,,"Whitley",1528,620,357,283,166,147,108,136,114,48,14
"G2102370","1970","Kentucky","21","Wolfe","237",,,,,,,,,"Wolfe",181,78,51,31,9,17,6,12,5,1,0
"G2102390","1970","Kentucky","21","Woodford","239",,,,,,,,,"Woodford",135,200,181,208,203,291,221,270,261,100,26
"G2200010","1970","Louisiana","22","Acadia","001",,,,,,,,,"Acadia",1913,1663,1141,957,548,524,317,511,420,191,113
"G2200030","1970","Louisiana","22","Allen","003",,,,,,,,,"Allen",990,804,437,352,203,158,108,139,73,34,17
"G2200050","1970","Louisiana","22","Ascension","005",,,,,,,,,"Ascension",590,613,696,737,519,597,415,578,371,131,54
"G2200070","1970","Louisiana","22","Assumption","007",,,,,,,,,"Assumption",629,506,437,411,191,226,104,118,87,39,16
"G2200090","1970","Louisiana","22","Avoyelles","009",,,,,,,,,"Avoyelles",1748,1213,756,542,356,331,203,224,182,67,34
"G2200110","1970","Louisiana","22","Beauregard","011",,,,,,,,,"Beauregard",705,646,424,325,190,182,154,216,182,74,23
"G2200130","1970","Louisiana","22","Bienville","013",,,,,,,,,"Bienville",664,489,329,278,137,143,81,94,55,16,6
"G2200150","1970","Louisiana","22","Bossier","015",,,,,"7680",,,,"Bossier",778,668,981,1660,1476,1265,844,944,739,149,37
"G2200170","1970","Louisiana","22","Caddo","017",,,,,"7680",,,,"Caddo",3058,4480,5973,6624,5400,4859,3298,4060,3562,1494,775
"G2200190","1970","Louisiana","22","Calcasieu","019",,,,,"3960",,,,"Calcasieu",2354,3061,3406,4062,3388,2748,1937,2492,2064,859,460
"G2200210","1970","Louisiana","22","Caldwell","021",,,,,,,,,"Caldwell",439,311,151,129,74,70,35,51,35,28,3
"G2200230","1970","Louisiana","22","Cameron","023",,,,,,,,,"Cameron",291,190,143,144,84,70,44,61,54,15,11
"G2200250","1970","Louisiana","22","Catahoula","025",,,,,,,,,"Catahoula",467,310,169,150,96,78,39,65,38,22,10
"G2200270","1970","Louisiana","22","Claiborne","027",,,,,,,,,"Claiborne",626,491,334,274,188,159,89,122,96,42,20
"G2200290","1970","Louisiana","22","Concordia","029",,,,,,,,,"Concordia",552,541,505,575,341,297,157,170,149,61,28
"G2200310","1970","Louisiana","22","De Soto","031",,,,,,,,,"De Soto",1139,689,419,371,227,179,103,149,90,35,18
"G2200330","1970","Louisiana","22","East Baton Rouge","033",,,,,"0760",,,,"East Baton Rouge",1136,2170,3915,5506,5399,6020,5559,7356,7774,3407,1498
"G2200350","1970","Louisiana","22","East Carroll","035",,,,,,,,,"East Carroll",334,280,182,135,82,80,50,76,67,40,40
"G2200370","1970","Louisiana","22","East Feliciana","037",,,,,,,,,"East Feliciana",249,256,201,211,115,128,80,100,70,27,13
"G2200390","1970","Louisiana","22","Evangeline","039",,,,,,,,,"Evangeline",1471,1080,583,493,271,261,159,188,125,32,37
"G2200410","1970","Louisiana","22","Franklin","041",,,,,,,,,"Franklin",588,550,362,329,203,172,82,109,87,54,16
"G2200430","1970","Louisiana","22","Grant","043",,,,,,,,,"Grant",636,515,302,222,104,114,63,69,44,14,0
"G2200450","1970","Louisiana","22","Iberia","045",,,,,,,,,"Iberia",938,1314,1317,1270,901,859,524,740,558,277,183
"G2200470","1970","Louisiana","22","Iberville","047",,,,,,,,,"Iberville",888,770,519,545,337,342,292,341,245,127,58
"G2200490","1970","Louisiana","22","Jackson","049",,,,,,,,,"Jackson",573,530,406,407,270,205,131,150,100,34,15
"G2200510","1970","Louisiana","22","Jefferson","051",,,,,"5560",,,,"Jefferson",815,1185,1880,3627,4912,8301,9645,12253,12438,4269,1832
"G2200530","1970","Louisiana","22","Jefferson Davis","053",,,,,,,,,"Jefferson Davis",1180,929,613,622,341,324,194,301,222,73,43
"G2200550","1970","Louisiana","22","Lafayette","055",,,,,"3880",,,,"Lafayette",1149,1668,1701,1807,1421,1663,1556,2328,2494,1175,678
"G2200570","1970","Louisiana","22","Lafourche","057",,,,,,,,,"Lafourche",1073,1290,1232,1561,957,963,751,1092,862,349,197
"G2200590","1970","Louisiana","22","La Salle","059",,,,,,,,,"La Salle",853,515,353,261,154,137,67,98,57,26,10
"G2200610","1970","Louisiana","22","Lincoln","061",,,,,,,,,"Lincoln",599,516,443,542,401,454,313,460,441,210,92
"G2200630","1970","Louisiana","22","Livingston","063",,,,,,,,,"Livingston",765,760,702,750,616,613,392,416,331,90,42
"G2200650","1970","Louisiana","22","Madison","065",,,,,,,,,"Madison",486,413,278,246,152,108,59,82,76,37,15
"G2200670","1970","Louisiana","22","Morehouse","067",,,,,,,,,"Morehouse",1289,996,693,681,470,362,275,281,261,77,32
"G2200690","1970","Louisiana","22","Natchitoches","069",,,,,,,,,"Natchitoches",1084,819,482,404,247,287,233,313,320,121,49
"G2200710","1970","Louisiana","22","Orleans","071",,,,,"5560",,,,"Orleans",827,1208,2135,3904,4159,6206,7155,10008,9540,5489,4402
"G2200730","1970","Louisiana","22","Ouachita","073",,,,,"5200",,,,"Ouachita",1532,2206,2472,2782,2302,2225,1495,1917,1920,741,447
"G2200750","1970","Louisiana","22","Plaquemines","075",,,,,,,,,"Plaquemines",260,193,210,272,220,250,257,332,280,86,51
"G2200770","1970","Louisiana","22","Pointe Coupee","077",,,,,,,,,"Pointe Coupee",396,465,386,327,248,210,128,173,98,54,27
"G2200790","1970","Louisiana","22","Rapides","079",,,,,,,,,"Rapides",2219,2395,2178,2350,1919,1816,1310,1570,1411,603,359
"G2200810","1970","Louisiana","22","Red River","081",,,,,,,,,"Red River",358,231,150,134,88,74,39,52,31,11,5
"G2200830","1970","Louisiana","22","Richland","083",,,,,,,,,"Richland",624,547,359,309,182,169,87,153,118,46,31
"G2200850","1970","Louisiana","22","Sabine","085",,,,,,,,,"Sabine",765,595,330,277,132,138,79,119,85,36,12
"G2200870","1970","Louisiana","22","St Bernard","087",,,,,"5560",,,,"St Bernard",175,181,237,437,611,1445,1983,2551,1336,307,50
"G2200890","1970","Louisiana","22","St Charles","089",,,,,,,,,"St Charles",404,356,426,612,445,574,596,653,505,202,54
"G2200910","1970","Louisiana","22","St Helena","091",,,,,,,,,"St Helena",221,159,91,88,43,42,28,45,21,4,12
"G2200930","1970","Louisiana","22","St James","093",,,,,,,,,"St James",345,418,335,388,233,290,204,311,180,62,25
"G2200950","1970","Louisiana","22","St John The Baptist","095",,,,,,,,,"St John The Baptist",344,460,471,507,374,470,303,482,221,74,29
"G2200970","1970","Louisiana","22","St Landry","097",,,,,,,,,"St Landry",2708,2130,1434,1268,762,756,474,611,470,175,124
"G2200990","1970","Louisiana","22","St Martin","099",,,,,,,,,"St Martin",1257,983,757,594,291,313,209,295,193,87,49
"G2201010","1970","Louisiana","22","St Mary","101",,,,,,,,,"St Mary",770,738,800,932,716,840,694,1017,869,332,183
"G2201030","1970","Louisiana","22","St Tammany","103",,,,,"5560",,,,"St Tammany",849,999,977,1179,862,940,993,1400,1282,645,330
"G2201050","1970","Louisiana","22","Tangipahoa","105",,,,,,,,,"Tangipahoa",1366,1315,1106,1124,731,678,492,685,508,230,114
"G2201070","1970","Louisiana","22","Tensas","107",,,,,,,,,"Tensas",297,236,151,128,75,79,39,60,56,17,12
"G2201090","1970","Louisiana","22","Terrebonne","109",,,,,,,,,"Terrebonne",919,905,1042,1457,1085,1407,1248,1495,1158,396,226
"G2201110","1970","Louisiana","22","Union","111",,,,,,,,,"Union",655,551,370,332,190,187,127,144,104,31,9
"G2201130","1970","Louisiana","22","Vermilion","113",,,,,,,,,"Vermilion",1275,1247,870,908,515,503,331,479,384,166,94
"G2201150","1970","Louisiana","22","Vernon","115",,,,,,,,,"Vernon",808,555,430,444,234,263,148,211,95,48,16
"G2201170","1970","Louisiana","22","Washington","117",,,,,,,,,"Washington",1127,1110,999,908,561,503,344,421,312,141,53
"G2201190","1970","Louisiana","22","Webster","119",,,,,,,,,"Webster",1155,1374,1114,1098,797,686,390,433,286,128,67
"G2201210","1970","Louisiana","22","West Baton Rouge","121",,,,,,,,,"West Baton Rouge",221,303,296,394,297,314,192,193,134,42,17
"G2201230","1970","Louisiana","22","West Carroll","123",,,,,,,,,"West Carroll",344,266,185,168,80,95,47,71,36,16,6
"G2201250","1970","Louisiana","22","West Feliciana","125",,,,,,,,,"West Feliciana",68,40,41,44,46,55,37,56,33,12,7
"G2201270","1970","Louisiana","22","Winn","127",,,,,,,,,"Winn",840,544,301,304,168,130,74,85,74,25,18
"G2300010","1970","Maine","23","Androscoggin","001",,,,,,,,,"Androscoggin",562,730,1163,1588,1823,1768,1190,1189,712,295,113
"G2300030","1970","Maine","23","Aroostook","003",,,,,,,,,"Aroostook",2896,2052,1779,1646,1155,972,555,608,362,92,15
"G2300050","1970","Maine","23","Cumberland","005",,,,,,,,,"Cumberland",929,1349,2063,3565,4676,4879,3929,4141,2726,1051,519
"G2300070","1970","Maine","23","Franklin","007",,,,,,,,,"Franklin",578,497,462,498,336,332,212,240,104,23,1
"G2300090","1970","Maine","23","Hancock","009",,,,,,,,,"Hancock",1008,844,777,930,572,577,387,505,264,127,72
"G2300110","1970","Maine","23","Kennebec","011",,,,,,,,,"Kennebec",861,939,1378,1868,1772,1851,1318,1357,895,258,87
"G2300130","1970","Maine","23","Knox","013",,,,,,,,,"Knox",510,625,684,894,589,567,365,439,319,169,57
"G2300150","1970","Maine","23","Lincoln","015",,,,,,,,,"Lincoln",379,317,357,474,349,376,241,399,300,130,73
"G2300170","1970","Maine","23","Oxford","017",,,,,,,,,"Oxford",981,962,977,1078,678,628,344,423,215,64,11
"G2300190","1970","Maine","23","Penobscot","019",,,,,,,,,"Penobscot",2028,1943,2215,2881,2077,2163,1353,1480,927,300,91
"G2300210","1970","Maine","23","Piscataquis","021",,,,,,,,,"Piscataquis",754,778,563,397,154,129,45,53,16,7,3
"G2300230","1970","Maine","23","Sagadahoc","023",,,,,,,,,"Sagadahoc",358,414,565,665,452,468,252,280,210,67,14
"G2300250","1970","Maine","23","Somerset","025",,,,,,,,,"Somerset",1021,949,976,1001,581,532,252,244,118,28,11
"G2300270","1970","Maine","23","Waldo","027",,,,,,,,,"Waldo",665,517,487,450,244,256,132,165,116,22,14
"G2300290","1970","Maine","23","Washington","029",,,,,,,,,"Washington",1791,1118,830,656,373,294,156,212,88,28,4
"G2300310","1970","Maine","23","York","031",,,,,,,,,"York",900,1308,1985,2651,2309,2218,1514,1702,1126,441,203
"G2400010","1970","Maryland","24","Allegany","001",,,,,,,,,"Allegany",1705,2366,2475,2435,1691,1517,1058,1457,876,201,77
"G2400030","1970","Maryland","24","Anne Arundel","003",,,,,"0720",,,,"Anne Arundel",556,1076,2079,4295,5308,6819,6740,9815,8485,4333,1782
"G2400050","1970","Maryland","24","Baltimore","005",,,,,"0720",,,,"Baltimore",630,2567,7845,16629,16266,16386,13806,19613,15903,6784,4034
"G2400090","1970","Maryland","24","Calvert","009",,,,,,,,,"Calvert",171,232,263,321,244,291,234,396,391,188,62
"G2400110","1970","Maryland","24","Caroline","011",,,,,,,,,"Caroline",531,459,402,437,269,236,131,204,140,58,15
"G2400130","1970","Maryland","24","Carroll","013",,,,,"0720",,,,"Carroll",255,518,651,990,926,1216,1140,2209,1795,557,102
"G2400150","1970","Maryland","24","Cecil","015",,,,,"9160",,,,"Cecil",425,566,761,1034,836,889,793,945,625,209,92
"G2400170","1970","Maryland","24","Charles","017",,,,,,,,,"Charles",178,202,278,393,317,552,659,1868,1594,462,115
"G2400190","1970","Maryland","24","Dorchester","019",,,,,,,,,"Dorchester",804,805,662,636,479,404,302,365,286,123,55
"G2400210","1970","Maryland","24","Frederick","021",,,,,,,,,"Frederick",564,882,1122,1356,1094,1447,1342,2242,2139,717,170
"G2400230","1970","Maryland","24","Garrett","023",,,,,,,,,"Garrett",614,447,345,362,229,264,200,236,152,60,16
"G2400250","1970","Maryland","24","Harford","025",,,,,"0720",,,,"Harford",268,461,656,1115,1171,1647,1990,3936,4395,1431,279
